8|1000.0f:607.0f,383.0f>1006.07f:630.00f,312.00f;1019.24f:741.00f,197.00f;1021.95f:768.83f,178.10f;1023.73f:773.36f,157.36f;1028.09f:774.00f,105.00f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
9|1000.0f:496.0f,478.0f>1003.36f:499.33f,423.03f;1006.16f:525.66f,384.77f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
1|1006.2f:525.7f,384.8f>1011.14f:607.00f,383.00f;1013.34f:642.87f,385.11f;1016.96f:698.00f,406.00f;1021.24f:751.30f,360.06f;1026.97f:843.28f,340.33f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
9|1000.0f:741.0f,231.0f>1003.57f:630.40f,311.99f;1004.39f:600.96f,299.85f;1005.34f:578.43f,329.10f;1007.33f:525.60f,384.48f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
1|1007.3f:525.6f,384.5f>1009.42f:607.00f,383.00f;1010.35f:642.94f,384.40f;1011.89f:698.00f,406.00f;1013.71f:751.70f,359.98f;1016.14f:843.56f,340.08f;1016.94f:875.48f,342.40f;1019.93f:961.26f,264.67f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
3|1000.0f:704.0f,431.0f>1001.56f:682.66f,439.91f;1002.75f:669.70f,452.51f;1006.77f:617.09f,479.32f;1009.10f:583.39f,477.10f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
7|1009.1f:583.4f,477.1f>1010.84f:578.74f,451.33f;1015.33f:578.47f,385.38f;1016.38f:580.18f,370.25f;1019.19f:578.43f,329.19f;1021.71f:601.08f,300.14f;1023.75f:593.59f,271.33f;1025.32f:601.85f,250.34f;1029.79f:636.55f,194.09f;1030.89f:637.13f,178.55f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
3|1000.0f:430.0f,474.0f>1003.29f:465.93f,479.44f;1006.01f:496.59f,478.05f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
3|1000.0f:517.0f,479.0f>1009.03f:617.09f,479.32f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
1|1000.0f:843.6f,340.1f>1001.95f:875.82f,341.66f;1008.95f:961.39f,265.08f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
3|1000.0f:765.0f,430.0f>1003.71f:703.44f,431.29f;1005.08f:682.83f,439.97f;1006.18f:670.32f,452.02f;1009.81f:617.15f,479.46f;1015.88f:517.00f,479.00f;1018.97f:465.93f,479.44f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
6|1000.0f:630.4f,312.0f>1003.00f:667.50f,331.91f;1004.87f:684.73f,353.81f;1006.23f:703.55f,358.94f;1009.62f:751.83f,360.00f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
1|1009.6f:751.8f,360.0f>1016.22f:843.41f,339.01f;1018.51f:875.96f,341.97f;1026.60f:961.25f,264.98f;1029.11f:972.23f,231.01f;1031.57f:972.04f,195.74f;1033.40f:990.35f,177.70f;1034.65f:1008.02f,175.31f;1036.00f:1026.96f,176.91f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
8|1000.0f:773.4f,157.4f>1001.69f:768.81f,177.77f;1004.38f:740.73f,196.31f;1017.16f:630.40f,311.99f;1023.05f:607.00f,383.00f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
3|1000.0f:371.0f,612.0f>1010.75f:372.00f,561.00f;1014.25f:370.99f,544.67f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
9|1000.0f:508.0f,593.0f>1002.52f:496.45f,538.81f;1007.71f:498.83f,422.45f;1009.79f:525.63f,385.08f;1014.87f:601.08f,300.14f;1016.28f:630.75f,311.74f;1022.40f:741.16f,231.01f;1025.08f:768.20f,178.68f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
8|1025.1f:768.2f,178.7f>1026.06f:773.33f,157.07f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
7|1000.0f:527.0f,164.0f>1008.00f:542.45f,180.43f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
9|1000.0f:525.6f,385.1f>1002.33f:498.62f,422.61f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
5|1002.3f:498.6f,422.6f>1006.37f:556.10f,477.38f;1008.46f:579.96f,511.11f;1010.53f:618.20f,526.05f;1015.38f:703.87f,484.54f;1025.03f:893.00f,485.00f;1027.04f:933.09f,477.57f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
