63|1000.0f:336.0f,160.0f>1010.74f:253.00f,159.00f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
62|1010.7f:253.0f,159.0f>1015.83f:219.09f,138.83f;1023.98f:175.00f,93.00f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
81|1000.0f:607.0f,383.0f>1006.15f:630.00f,312.00f;1019.25f:741.00f,197.00f;1021.95f:767.67f,177.72f;1023.73f:774.27f,156.59f;1027.98f:774.00f,105.00f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
91|1000.0f:496.0f,478.0f>1003.36f:498.11f,423.63f;1006.23f:525.16f,385.06f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
11|1006.2f:525.2f,385.1f>1013.39f:643.00f,385.00f;1017.01f:698.00f,406.00f;1021.29f:751.44f,360.14f;1027.01f:843.17f,339.87f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
91|1000.0f:741.0f,231.0f>1003.56f:629.37f,311.99f;1004.36f:600.41f,299.46f;1005.30f:579.02f,328.88f;1007.32f:525.44f,384.24f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
11|1007.3f:525.4f,384.2f>1009.43f:607.00f,383.00f;1010.36f:643.15f,385.04f;1010.81f:658.62f,392.62f;1011.88f:698.38f,405.44f;1013.69f:751.89f,360.03f;1016.11f:843.62f,339.16f;1016.91f:873.22f,342.60f;1019.94f:960.14f,265.18f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
35|1000.0f:704.0f,431.0f>1001.56f:683.90f,439.82f;1002.82f:669.93f,452.29f;1006.87f:616.78f,478.25f;1009.18f:583.21f,478.65f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
74|1009.2f:583.2f,478.6f>1011.03f:579.34f,451.76f;1016.64f:580.00f,370.00f;1019.45f:578.33f,329.84f;1022.02f:599.79f,299.61f;1024.01f:593.91f,271.93f;1025.61f:602.46f,249.39f;1030.01f:636.95f,194.94f;1031.17f:637.44f,177.50f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
35|1000.0f:430.0f,474.0f>1003.29f:466.33f,478.93f;1005.97f:495.90f,478.08f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
